Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Kemasan Premium,Minyak Goreng Curah,Jagung Tk Peternak,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
12650,10730,11790,43660,38130,39120,44600,140990,43430,30490,14400,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,43660,38460,41140,45810,140990,43430,30490,14400,17280,9790,,14990,,36160,35830,39470,12030,12740
12650,10730,11790,43660,38790,40690,44300,140990,43430,30490,14400,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,44220,39660,41410,41160,140990,42130,30480,14400,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,43740,39100,41090,39550,138910,42000,30650,14400,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,43740,39100,43060,40440,139960,42830,30830,14400,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,43270,38460,42090,41180,139960,42830,30830,14400,17280,9790,,14990,,36160,35830,39470,11460,12740
12390,10490,11790,40950,38950,41690,41220,139960,43000,30780,14590,17340,9740,,14980,,33890,34240,37640,11780,12690
12390,10490,11790,40950,38950,40720,41220,139960,43000,31390,14590,17340,9740,,14980,,33890,34240,37640,11780,12690
12650,10730,11790,42940,39660,41660,39550,140990,42830,31320,14310,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,42110,39200,40940,38780,139960,41580,31160,14580,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,41130,39200,41250,38130,139960,40140,31320,14740,17280,9790,,14980,,36160,35620,39470,11460,12740
12650,10730,11790,39900,39220,39450,38880,139960,40140,31320,14740,16900,9790,,15490,,36160,35830,39470,11460,12740
12650,10730,11790,39900,39120,38680,38490,139960,43690,31320,14740,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,39900,38790,39200,38340,139960,42830,30990,14740,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,38680,38790,39020,37700,139960,42490,30990,14740,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,38680,38790,38570,38030,139960,42830,30990,14740,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,38680,38790,38570,38830,139960,42000,30830,14740,17280,9790,,14980,,36160,36040,39470,11460,12740
12650,10730,11790,38360,39660,38260,37790,139960,38800,31890,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,38360,39660,37930,39760,139960,40940,31160,14580,16900,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,36960,39100,40580,38260,139960,40750,30990,14900,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,36960,40040,37420,38500,139960,41250,31160,14740,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,37610,39540,38720,35360,139960,40750,31160,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,36780,40200,37420,37930,139960,39960,31160,14580,17280,9790,,15460,,36160,35830,39470,11460,12740
12650,10730,11790,35480,40220,37590,37930,139960,40140,31160,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,35480,40220,37420,40450,139960,40140,31160,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,35970,39900,38260,39120,139960,40140,31160,14580,17280,9790,,14980,,34760,35830,39470,11460,12740
12650,10730,11790,36280,40940,39020,40220,139960,40940,31160,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,36280,40220,39150,40080,139960,40940,31160,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,35970,39900,38790,40790,139960,40940,31160,14580,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,36780,39440,37930,41250,139960,40940,31160,14580,17280,9790,,14980,,36160,35830,39470,11460,12740
12650,10730,11790,36140,39900,39100,42340,139960,40750,30990,14580,17280,9790,,14990,,36970,35620,39470,11460,12740
12650,10730,11790,36140,39900,40220,43530,139960,40940,31160,14580,17280,10000,,14980,,36970,35830,39470,11460,12740
12650,10730,11790,35820,39900,39880,44030,139960,40940,31330,14580,17280,9790,,14980,,36970,35830,39470,11460,12740
12650,10730,11790,35330,40330,41940,46610,139960,40750,31330,14580,17280,9790,,14980,,36970,35830,39470,11460,12740
12650,10730,11790,34640,40660,39220,45700,139960,40750,31500,14750,17280,9790,,14980,,36970,35830,39470,11460,12740
12650,10730,11790,34810,40370,40340,44910,139960,40750,31330,14580,17280,9790,,14980,,36970,35830,39470,11460,12740
12650,10730,11790,34810,37860,39200,45270,139960,40750,31160,14490,17280,9790,,14980,,36970,35830,39470,11460,12740
12650,10730,11790,34640,40790,38440,44490,139960,40750,30810,14580,16900,9790,,14990,,36970,35830,39470,11460,12740
12650,10730,11790,34640,40790,38440,46080,139960,40940,30980,14660,17280,9790,,14990,,36970,35830,39470,11460,12740
12650,10730,11790,34800,40790,38790,45800,139960,40940,30980,14660,17280,9790,,14990,,36970,35830,39470,11460,12740
12650,10730,11790,35490,39900,38790,45800,139960,41250,30980,14660,17280,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,35330,39900,38790,47430,139960,41250,30980,14660,17280,9790,,14990,,36970,35830,39470,11460,12740
12650,10730,11790,35330,40790,38440,46890,139960,41250,30980,14660,17280,9790,,14980,,36970,35830,39470,11460,12740
12610,10730,11790,35330,39900,39120,47430,139960,41250,30650,14660,17280,9790,,15240,,36970,35830,39470,11460,12740
12610,10730,11790,34960,39900,39120,48460,139960,40450,30650,14580,17280,9790,,14990,,36970,35830,39470,11460,12740
12610,10730,11790,35420,39900,39120,48780,139960,40450,30470,14660,17280,9790,,15190,,36970,35830,39470,11460,12740
12610,10730,11790,35960,39900,39120,50630,139960,38880,31340,14740,17280,9790,,14990,,36970,35830,39470,11460,12740
12610,10730,11540,36930,40790,39900,48010,139960,40140,30130,14740,17280,9790,,14980,,36970,35830,39470,11460,12740
12610,10730,11540,36770,40960,40220,50370,139960,40140,29960,14660,17280,9790,,14980,,36970,35830,39470,11460,12740
12610,10730,11540,35040,41130,41020,51610,139960,40140,29470,14740,17280,9790,,14980,,36970,35830,39470,11460,12740
12610,10730,11540,35200,40000,41490,50800,139960,40140,31280,14740,17280,9790,,14990,,36970,35830,39470,11460,12740
12790,10840,11540,34540,41130,40850,50140,138990,41250,29470,14740,17280,9790,,14990,,36160,35830,39470,11460,12740
12720,10870,11540,33850,40330,41910,50720,139960,41250,30930,14740,17280,9790,,15190,,36160,35830,39470,11460,12740
12890,10960,11540,32620,40330,43020,51440,139960,41250,29630,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
12890,10960,11540,32620,40000,41410,50370,138990,40940,29470,14740,17460,9790,,14980,,36160,35620,39470,11460,12740
13050,11140,11270,32620,40490,40830,50220,138990,40940,29290,14740,17280,9790,,15240,,36160,35830,39470,11460,12740
13050,11140,11540,32620,40330,40830,50370,138990,40780,31270,14580,17460,10270,,15240,,36160,35830,39470,11460,12740
13050,11140,11540,32300,40000,41910,50370,138990,40940,29120,14920,17460,9790,,15240,,36160,35830,39470,11460,12740
13050,11140,11540,33440,40790,42980,48710,138990,40060,27810,14740,17460,9790,,14010,,36160,35830,39470,11460,12740
13050,11140,11540,33090,40960,44600,47870,138990,40220,27810,14740,17460,9790,,15190,,36160,35830,39470,11460,12740
13050,11140,11540,33090,39900,44600,46940,138990,40220,27330,14740,17460,9790,,15380,,36160,35830,39470,11460,12740
13450,11480,11540,33250,39120,44600,46510,138990,39560,27310,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
13530,11740,11540,33250,39120,43830,44030,138990,40040,27150,14920,17460,9790,,15240,,36160,35830,39470,11460,12740
13620,11830,11540,33400,39120,46200,44810,138990,40040,27150,14740,17460,9790,,15240,,36160,35830,39470,11460,12690
13620,11830,11540,33090,40000,44810,44810,138990,40040,27300,14740,17460,9790,,15240,,36160,35830,39470,11460,12690
13700,11830,11540,33250,39120,42680,43270,140000,40040,27300,14740,17460,9790,,15190,,36160,35830,39470,11460,12740
13700,11830,11540,34160,39120,42980,43180,140000,40040,27640,14740,17460,9790,,15190,,36160,35830,39470,11460,12740
13700,11830,11540,33490,39900,42340,43270,140000,40040,27640,14740,17280,9790,,15480,,36160,35830,39470,11460,12740
13880,12000,11540,32270,40000,44810,45390,140000,40210,27640,14740,17460,9790,,15190,,36160,35830,39470,11460,12740
13880,12000,11540,32270,40000,43570,44510,140000,40380,29700,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
13880,12000,11540,31920,40000,42030,44300,140000,38460,27470,14740,17460,9790,,15120,12000,36160,35830,39470,11460,12740
13700,12000,11540,31450,40000,42540,42200,137940,39930,27310,14740,17460,9790,,15190,,36160,35830,39470,11460,12740
13880,12080,11540,31450,39120,42540,42830,137940,40080,27470,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
13880,12080,11540,31280,39120,41580,41620,137940,41270,29700,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
13880,12080,11540,31280,40000,40300,39790,137940,40080,29700,14740,17460,9790,,14980,,36160,35830,39470,11460,12740
13880,12120,11540,32380,38790,40300,39790,137940,40080,27640,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
14030,12080,11540,29420,38790,39520,39900,137940,39760,27760,14740,17460,9790,,14980,,36160,35830,39470,11460,12740
14030,12120,11540,28930,38790,39100,38180,137940,39930,27150,14740,17460,9790,,14980,,36160,35830,39470,11460,12740
14030,12120,11540,29520,39390,39260,38180,137940,39920,27150,14740,17460,9790,,14990,,36160,35830,39470,11460,12740
14030,12120,11540,29520,39560,39100,38180,137940,40080,26650,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
13680,12050,11000,30000,40000,40990,43820,140000,41470,27500,14490,18440,10000,,15000,,30980,28460,32400,12250,13250
14030,12120,11540,30970,37700,38500,38180,137940,39920,26970,14740,17460,9790,,15240,,36160,35830,39470,11460,12740
14040,12400,11660,30220,36390,38820,38540,137430,39900,29410,14690,17350,9740,,15330,,36390,36000,39360,11010,12480
14360,12410,11740,29110,39560,39470,39710,137940,39920,26650,14740,17460,9790,,15240,,36160,35620,39470,11460,12740
14490,12590,11740,30540,38680,40500,41300,137940,39760,26990,14740,17630,9790,,15240,,36160,35830,39470,11460,12740
14490,12590,11740,29110,38790,40700,40150,137940,39440,26820,14740,16410,9790,,15190,,36160,34160,39470,10710,12740
14490,12590,11740,29110,39200,41870,40500,137940,39760,26820,14740,17620,9790,,15000,,36160,35830,39470,10710,12740
14550,12590,11740,29450,39120,42610,40500,137940,39760,28630,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14550,12590,11740,29520,39900,41870,41210,137940,39420,26480,14740,17630,9790,,15240,,36160,35830,39470,10710,12740
14550,12590,11740,28780,39220,42320,42140,137940,39420,26480,14740,17630,9590,,15480,,36160,35830,39470,10710,12740
14550,12590,11740,29180,39220,42120,43500,137940,39100,26320,14740,17630,9790,,15380,,36160,35830,39470,10710,12740
14550,12590,11740,29860,39220,42120,44480,137940,39100,26320,14740,17630,9790,,15240,,36160,35830,39470,10710,12740
14550,12590,11740,29860,40900,42120,43500,137940,39440,26150,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14460,12370,11740,28930,39190,43000,45430,137940,39330,25980,14690,17200,9790,,15190,,37530,37130,40430,10860,12690
14550,12590,11740,28970,40000,43330,44300,137940,39440,26150,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14810,12760,11740,28230,40000,43330,44480,137940,39100,26060,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14810,12760,11740,27910,39660,44090,45260,137940,39100,26060,14740,17630,9590,,15240,,36160,35830,39470,10710,12740
14810,12710,11740,27910,39660,44300,47340,137940,39100,26150,14740,17630,9590,,15240,,36160,35830,39470,10710,12740
14810,12710,11740,27250,40000,44480,47340,137940,39100,26240,14740,17630,9790,,15240,,36160,35830,39470,10710,12740
14810,12710,11740,27250,40000,43530,47340,137940,39100,26310,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14810,12710,11740,27590,40000,44030,49390,137940,39100,26480,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14240,12660,11660,26920,40000,42430,48210,136580,38440,26740,14620,17700,9650,,15330,,33610,34050,37080,10190,12610
14810,12710,11740,27910,39660,44740,51460,137940,39270,26790,14740,17630,9790,,15190,,36160,35530,38700,10710,12740
14810,12610,11740,28090,40000,44740,51460,137940,39100,26620,14740,17630,9790,,15190,,36160,35830,39470,10710,12740
14810,12710,11740,28090,40000,44740,52280,137940,39100,26620,14740,17630,9790,,15240,,36160,35830,39470,11040,12740
14810,12710,11740,28440,39660,45530,52370,137940,39100,26310,14740,17630,9790,,15240,,36160,35830,39470,11040,12740
14810,12710,11740,28440,39660,46430,53210,137940,39100,26130,14740,17630,9790,,15190,,36160,35830,39470,11040,12570
14810,12710,11740,28090,39660,45610,53130,137940,39100,25970,14740,17630,9790,,15190,,36160,35830,39470,11040,12740
14900,12800,11740,28090,39660,47020,54110,137940,39100,25970,14740,17630,9790,,15190,,36700,36250,39900,11040,12820
14900,12800,11740,28440,39660,45940,53040,137940,39100,26120,14920,17460,10160,,14980,,36700,36250,39900,11040,12960
14900,12800,11740,28090,39280,48800,56910,137940,39100,25970,14920,17460,10160,,14980,,36700,36250,39900,11040,12960
14900,12800,11740,28090,39660,49130,56470,137940,39100,25980,14920,17460,10160,,15170,,36700,36250,39900,11040,12960
14900,12800,11740,28090,39120,50000,56950,137940,39100,26130,14920,17460,10160,,14980,,36700,36250,39900,11040,12820
14900,12800,11740,28090,39120,49920,56470,137940,39100,26130,14920,17460,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,28090,39120,49920,62460,137940,38420,26150,14920,17460,10160,,15170,,36700,36250,39120,11040,12960
14900,12800,11740,28090,39120,51610,66490,137940,38600,25980,14920,17460,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,31330,43370,49800,64060,137940,38600,25980,14920,17460,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,28440,39120,55650,68540,137940,38770,26130,14920,17100,10160,,15170,,36700,36250,39900,11040,12960
14900,12800,11740,26580,40000,57220,73120,137940,38460,26150,14920,17460,10160,,14990,,36700,36250,39900,11040,12960
14900,12700,11740,26580,40000,57220,73970,137940,38770,25980,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,27590,40000,58710,75530,137940,38770,26150,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,28630,40000,57220,76250,137940,39100,28450,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,28060,40000,62210,78760,137940,39260,26320,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,28690,40000,64350,81190,137940,39100,26150,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,29120,40000,67890,84900,137940,39100,26150,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,29280,39830,73530,88120,137940,39100,26150,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,30040,40000,71670,88640,137940,39100,26150,14920,17280,10160,,14990,,36700,36250,39900,11040,12960
14900,12800,11740,33010,39660,77270,62240,137940,38940,26150,14920,17280,9940,,15390,,36700,36250,39900,11040,12960
14900,12800,11740,33510,39980,80090,62240,137940,38940,26320,14920,17280,9940,,15390,,36700,24690,39120,11040,12960
14900,12800,11740,33780,40490,78650,91550,137940,39100,26490,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14900,12800,11740,33950,40330,83150,92920,137940,39100,26490,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14890,12860,11660,34800,40590,85400,94700,140000,39980,27370,15000,17340,10470,,15490,,37050,35540,39870,10860,13160
14900,12800,11740,34110,40330,84880,93330,137430,39330,26600,14900,17550,9740,,15240,,37050,37640,41690,11270,12590
14730,12800,11740,35480,38440,83830,90200,137940,38770,27110,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11740,35000,40490,86580,93260,137940,39100,27130,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11740,34420,40000,86070,94910,137940,38570,27130,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11740,34710,40330,85230,93170,137940,38940,27300,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11740,36590,38320,86880,92270,137940,38750,26960,14920,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11740,35790,39980,84930,93600,137940,38940,27130,15320,17280,10160,,15390,,36520,36250,39900,11040,12960
14730,12800,11740,35970,38320,84640,88580,137940,39100,27130,15640,17280,9940,,15390,,36700,36250,39900,11040,12960
14730,12800,11740,36280,38320,83900,86630,137940,39100,27310,15810,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,35790,39660,86020,93130,137940,39100,27310,15970,17280,10160,,15390,,36700,36250,38790,11040,12960
14730,12800,11660,36770,40450,85160,97010,137940,38790,27480,15970,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,36590,40450,87020,101170,137940,38620,27160,16120,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,36590,40450,89010,102210,137940,38790,27330,16650,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,36590,40450,89940,103840,137940,39980,27500,16310,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,36590,39660,88550,105510,137940,38620,27500,16310,17280,10160,,15390,,36700,36250,39900,11040,12960
14890,12960,12000,36920,40950,88060,104630,137430,38950,27600,16580,17550,9740,,15240,,37050,37640,41690,11270,12590
14730,12800,11660,37420,43030,87370,102960,137940,38620,29540,16650,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,36590,40450,86200,102960,137940,38620,27660,16650,17280,10160,,15390,,36700,36250,39900,11040,12960
14730,12800,11660,36590,40450,85670,104970,137940,38620,27660,16830,17280,10160,,15390,,36700,36250,39900,11190,12960
14730,12800,11660,37100,40450,88780,108760,137940,38620,27660,16750,17280,11160,,15390,,36700,36250,39900,11040,12820
14730,12800,11660,37100,40450,90270,110590,137940,38620,27660,16830,17280,10160,,15390,,36700,36250,39900,11190,12650
14650,12800,11660,37100,40450,90240,109700,137940,38620,27660,16660,17280,10160,,15390,,36700,36250,39900,11040,12820
14650,12800,11660,37930,40790,91970,108760,135910,38950,27660,16660,17280,10160,,15390,,36700,36250,39900,11190,12650
14650,12800,11660,38110,40790,92310,108760,136940,38620,27660,16660,17280,10160,,15390,,36700,36250,39900,11040,12820
14650,12800,11660,37100,38880,95090,107970,137940,36820,27660,16480,17280,10160,,15390,,36700,36250,39900,11040,12820
14780,12960,12000,37360,38950,92490,107740,134910,38750,27590,16380,17320,9740,,15000,,37050,37640,41690,11270,12590
14820,12800,11660,37610,39730,94010,105510,136940,38620,27660,16480,17100,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,37930,39900,92230,71880,135910,38620,27830,16660,17280,10160,,15390,,36700,36250,39900,11040,12820
14820,12800,11660,37930,39900,93920,109370,137940,38620,27830,16490,17280,10160,,15390,,36700,36250,39900,11040,12820
14820,12800,11660,38100,39900,98190,110310,136940,38620,27830,16490,17280,10160,,15390,,36700,36250,39900,11190,12650
14820,12800,11660,38100,39900,98190,110310,136940,38790,27830,16490,17280,10160,,15390,,36700,36250,39900,11040,12820
14820,12800,11660,37280,39200,94790,109850,135910,38460,27660,16810,17280,10160,,15390,,36700,36250,39900,11040,12820
14590,12570,11660,37140,40070,93120,105890,136190,38550,27800,16770,17340,10190,,15490,,34500,34710,38130,11270,12780
14820,12800,11660,37280,39200,91930,103990,136940,38290,27660,16810,17280,10160,,15390,,36700,36250,39900,11040,12820
14820,12800,11660,37280,39200,90810,102430,136940,38460,27660,16810,17280,10160,,15390,,36700,36250,39900,11040,12820
14820,12800,11660,37280,39200,89050,101600,136940,38460,27980,16630,17280,10160,,15190,,25000,36250,39900,11040,12820
14820,12800,11660,37280,39040,88250,99830,136940,38290,27660,16980,17280,10160,,15190,,36700,36250,12370,11040,12820
14820,12800,11660,38070,39340,83720,95630,137140,38460,27810,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,37440,38440,80880,94820,135950,38460,27820,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,37440,39740,76830,95630,135950,38460,27980,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,39480,38750,76050,92330,136940,38460,27980,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,39810,38970,73680,93170,136940,38460,27980,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,39810,38970,73680,94660,136940,38790,27980,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,39810,39440,75590,94060,136940,38790,27660,16980,17280,9940,,15190,,36700,36250,39900,11040,12820
14820,12800,11660,39480,39290,75590,94060,136940,38790,27980,16980,17450,10160,,15190,,36540,36250,39900,11040,12820
14820,12800,11660,39810,39740,74830,91400,136940,38610,27980,16980,17450,9940,,15190,,36700,36250,39900,11040,12820
14820,12880,11660,39700,39740,74830,93220,135910,38790,27980,16800,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12880,11660,40270,39290,72940,90630,136940,38290,27660,16980,17450,10160,,15190,,36520,36250,39900,11040,12820
14820,12880,11660,41060,39620,69760,91400,136940,38790,27630,16980,17280,10160,,15190,,36700,36250,39900,11040,12820
14820,12880,11660,41060,39980,72400,94060,136940,39120,27150,16980,17450,10160,,15190,,36860,37370,40190,11040,12820
14900,12880,11660,41060,39980,71580,91400,136940,38790,27470,16980,17450,10160,,15190,,36700,37060,39900,11040,12820
14900,12880,11660,41880,39980,72990,92420,136940,39560,29510,16980,17450,10160,,15190,,36700,37060,39900,11040,12820
14820,12880,11660,41880,39980,75590,94870,136940,38460,27470,16980,17450,10160,,15190,,36700,37060,39900,11040,12820
14900,12880,11660,42710,39980,75590,94910,136940,38460,27470,16980,17450,10160,,15380,,36700,37060,39900,11040,12820
14900,13040,11660,43790,40330,78080,93260,136940,38460,27470,16980,17620,10160,,15190,,36700,37060,39900,11040,12820
14820,12880,11660,43790,40330,77290,93070,136940,38460,27470,16980,17450,10160,,15190,,36700,37060,39900,11040,12820
14900,12880,11660,43790,40330,73910,88100,136940,38110,28950,16980,17450,10160,,15190,,36700,37060,39900,11040,12820
14900,13040,11660,42940,40330,76520,88250,136940,38110,27470,16980,17450,10160,,15190,,36700,37060,39900,11040,12820
15000,13040,11660,42110,40490,72400,83030,136940,40190,27590,17150,17450,10160,,15190,,35600,37060,39900,11040,12970
15000,13040,11660,42110,40490,72290,78760,136940,40190,27420,17150,17450,10160,,15190,,35600,37060,39680,11040,12970
15000,13040,11660,41290,40490,74830,76250,136940,39850,27240,17150,17450,10160,,15190,,35600,37060,39680,11040,12780
15000,13040,11660,41290,40490,74030,72740,136940,39850,27240,16980,17620,10160,,15190,,35600,37060,39900,11040,12970
15000,13040,11660,42110,40490,71580,70140,135910,39300,27240,17150,17450,10160,,15190,,35600,37060,39900,11040,12970
15000,13040,11660,41020,40490,70570,70140,135910,39490,27420,17150,17450,10160,,15190,,35600,37060,39900,11040,12820
15000,13040,11660,40830,40490,74890,70140,135910,39300,27520,17150,17450,10160,,15190,,35600,37060,39900,11040,12970
14890,12900,11660,39470,39590,71960,64850,135910,36750,26190,17180,16980,10160,,15190,,38210,38660,40950,10860,12780
15000,13040,11660,39740,40000,70000,67220,135910,38680,27080,17320,17450,10160,,15190,,35600,37060,39900,11040,12970
15000,13040,11660,39740,40000,72400,67650,135910,38680,27240,17150,17450,10160,,15190,,35600,37060,39900,11040,12970
15000,13040,11660,38870,40000,73240,70100,135910,38680,27080,16970,17450,9980,,15190,,35600,37060,39900,11040,12820
15000,13040,11660,39780,40000,71180,66290,136580,38140,27200,17110,17380,9810,,15160,,35520,36760,39910,11300,12700
14890,12900,11660,39040,40000,69770,60630,135910,36750,26400,16770,16980,9980,,15190,,38210,38660,40950,10860,12590
15140,13170,11660,37840,39710,68950,63260,134910,38140,27500,16540,17380,9980,,15160,,35520,37470,39910,11180,12700
15340,13240,11660,37020,39710,70490,62540,134910,38590,28700,16540,17380,9980,,15160,,35520,37470,39910,11180,12700
15340,13240,11660,37840,39240,69790,62540,134910,38140,27650,16540,17380,10140,,15160,,35520,37470,39910,11300,12700
15490,13390,11660,37570,40000,70490,62310,134910,38140,27650,16540,17380,9980,,15160,,35520,37470,39910,11180,12980
15560,13390,11660,37420,39240,74900,65550,134910,38590,27660,16540,17380,9980,,15160,,35520,37470,39910,11180,12980
15270,13230,11660,36280,40000,73390,60520,134910,38280,28860,16690,17380,10140,,15160,,35800,37730,39730,11180,13110
15560,13390,11660,36280,40000,73390,61870,134910,38140,27800,16540,17380,9980,,15160,,36200,38100,39910,11300,13110
15630,13530,11660,36280,40000,72670,62640,134910,38010,27800,16540,17380,9980,,15330,,36200,37470,40400,11540,13110
15560,13370,11660,36980,40000,71350,62540,134910,38010,27800,16540,17380,9980,,15330,,35520,37730,39910,11540,13110
15770,13670,11660,35240,40000,68480,60160,134910,38150,27510,16760,17380,9980,,15250,,35520,37470,39910,11540,12980
15770,13510,11660,36980,40280,70000,61440,134030,38010,27660,16540,17520,10160,,15330,,35520,37380,40590,11540,13130
15630,13530,11660,36980,40280,69260,62340,134030,38010,27660,16540,17380,10160,,15160,,35520,36760,40590,11540,13190
15770,13670,11660,36980,40410,68430,63470,134030,37570,27660,16540,17380,10320,,15160,,35520,37380,41280,11540,13190
15570,13400,11660,37320,40330,67390,61680,134850,38010,27770,16810,17450,10190,,15190,,35600,36250,40690,11040,12820
15630,13500,11660,36170,40000,71430,63420,134030,38010,27660,16540,17080,10160,,15320,,35520,36760,40590,11540,13130
15630,13500,11660,37340,40000,71250,64860,134030,38820,28030,16590,17690,10320,,15160,,33990,35840,39840,11590,13100
15780,13560,11660,36980,40280,72670,61860,134030,38010,27810,16390,17230,10160,,14990,,35520,36760,41840,11540,12990
15840,13630,11660,37130,40280,73340,62470,134030,37870,27660,16390,17380,10160,,15160,,35520,36760,41660,11540,13130
15840,13790,11660,36320,40280,74120,59920,134030,38010,27510,16390,17230,10160,,15080,,35940,36760,41660,11540,13130
15570,13350,11390,39310,40110,72390,67500,135500,41480,29850,17010,18440,10360,,15120,,29750,32470,37650,11580,13540
15610,13610,11590,36910,40300,72790,61780,133080,38510,27550,16040,17050,10520,,15180,,35540,37180,28020,11920,13230
15650,13360,11660,36800,40390,74870,55700,134850,37150,27400,16380,16980,10190,,15190,,38210,37640,44190,10860,12790
15690,13620,11660,36980,40960,74170,60030,134030,38300,27950,16390,17380,10160,,15160,,36200,37380,41140,11540,13130
15690,13470,11660,37860,40830,75550,59280,134870,38300,28380,16390,17380,10320,,15250,,35520,36760,41140,11540,13130
15840,13470,11660,37690,41120,72510,59790,134030,38590,28030,16390,17380,10160,,15160,,35520,36760,40590,11540,13130
15840,13630,11660,37690,40830,72510,63590,134870,38300,28240,16390,17380,10160,,15160,,35520,36760,40590,11540,13130
15840,13630,11660,38140,41250,77280,71580,134870,38590,28520,16390,17380,10320,,15160,,35520,36070,40590,11540,13130
15980,13820,11660,37690,40960,79320,74900,134870,38590,28670,16390,17380,10320,,15160,,35060,36760,40590,11540,13060
