Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Kemasan Premium,Minyak Goreng Curah,Jagung Tk Peternak,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
12070,10230,12960,40830,30200,54530,57110,141950,35160,28000,14650,18550,10610,,14240,,,,,,
12100,10350,12630,42650,31180,55610,58200,140000,35970,28260,14480,17720,10440,,14000,,,,,,
12070,10230,12960,40830,30200,52740,54530,141950,34790,28000,14650,18550,10610,,14240,,,,,,
12070,10230,12960,40830,30780,52740,54530,141950,34790,28000,14650,18550,10610,,14240,,,,,,
12070,10230,12960,40630,30200,49060,49930,141950,34790,28000,14810,18400,10610,,14240,,,,,,
12080,10280,12960,41440,30940,52060,53170,142440,34730,28000,14580,17360,10350,,14000,,,,,,
12070,10230,12960,42120,30780,51710,51630,141950,34790,27830,14650,18400,10610,,14240,,,,,,
12080,10280,12960,42560,30250,52060,52060,142440,35910,27790,14580,17600,10350,,14330,,,,,,
12070,10230,12960,42120,30200,49830,50810,141950,35730,27830,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42120,30200,49930,50810,141950,36580,28880,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42120,30990,49360,50230,141950,36580,27830,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42120,30200,49360,50230,141950,36580,27660,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42700,30200,48110,49830,141950,36580,27830,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42700,31580,48960,49490,141950,36580,27830,14650,18400,10610,,14490,,,,,,
12080,10280,12960,43270,30940,49790,49390,142440,36980,27790,14580,17600,10350,,14330,,,,,,
12080,10280,12960,43270,30940,49790,48750,142440,36980,27790,14580,17600,10350,,14330,,,,,,
12070,10230,12960,42700,31580,48960,49490,141950,36580,27830,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42480,30200,47880,49490,141950,36580,28000,14650,18400,10610,,14490,,,,,,
12070,10230,12960,42480,30780,47660,49830,141950,34790,28000,14650,18400,10610,,14490,,,,,,
12070,10230,12960,41410,30780,47660,50360,141950,34790,28000,14650,18400,10610,,14490,,,,,,
12070,10230,12960,41790,30590,45450,48630,140920,34790,28000,14650,17720,10610,,14490,,,,,,
12070,10230,12960,41980,30780,46250,49490,140920,34790,28170,14650,17840,10610,,14490,,,,,,
12070,10230,12960,41790,30200,45450,49490,140920,34790,28170,14650,17840,10610,,14490,,,,,,
12070,10230,12960,41790,30590,47290,49670,140920,34790,28330,14650,16000,10610,,14490,,,,,,
12070,10230,12960,38200,30590,43220,47320,140920,35400,28530,14390,16320,10610,,14490,,,,,,
12070,10230,12960,38200,30590,42830,46820,140920,35200,28530,14390,16320,10610,,14240,,,,,,
12070,10230,12960,39370,30590,42830,45790,140920,35200,28700,14390,16320,10610,,14240,,,,,,
12070,10230,12960,38200,30590,42830,45790,140920,35200,28700,14390,16320,10610,,14240,,,,,,
12070,10230,12960,39370,30590,44130,47320,140920,35200,28530,14230,16320,10610,,14240,,,,,,
12070,10230,12960,40080,30590,45050,48590,140920,35200,28530,14230,16320,10610,,14240,,,,,,
12070,10230,12960,40080,30590,44270,45420,140920,35200,28530,14230,16320,10610,,14240,,,,,,
12070,10230,12960,40260,30590,44600,48770,140920,35200,28700,14230,16320,10610,,14240,,,,,,
12070,10230,12960,39040,30590,44600,48870,140920,35200,28870,14230,16320,10610,,14240,,,,,,
12070,10320,12960,39040,29860,44600,49910,140920,35200,29300,14230,16660,10610,,14700,,,,,,
12070,10320,12960,39370,29860,42770,49220,140920,35200,29380,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38370,29860,41740,47810,140920,35200,29200,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38500,29860,40690,47840,139860,35200,30430,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38160,29860,40690,47840,140920,34790,30610,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38500,29860,42140,47840,139860,34790,30610,14230,16660,10610,,14700,,,,,,
12070,10320,12960,39040,30430,42520,48260,140920,34790,30430,14230,16660,10610,,14700,,,,,,
12070,10320,12960,39040,30630,43530,49230,140920,34980,30430,14230,16660,10610,,14700,,,,,,
12080,10490,13300,39900,31650,45800,52620,141150,34970,30940,14270,17260,10960,,14700,,,,,,
12070,10320,12960,39220,31370,44300,51150,140920,34790,30950,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38680,31370,44660,51340,140920,34790,31460,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38680,31370,45670,52820,140920,34790,31790,14230,16660,10610,,14700,,,,,,
12070,10320,12960,39370,31370,44000,53950,140920,35200,31630,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38830,30780,44090,53180,142940,37220,31800,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38830,30780,46580,55210,142940,37630,31960,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38830,30780,45590,55130,141910,37010,31960,14320,16660,10610,,14700,,,,,,
12070,10320,12960,38830,30780,45500,57740,141910,37010,31800,14320,16660,10610,,14700,,,,,,
12080,10380,12630,39650,31370,45060,54430,139960,37790,31760,14380,17020,10730,,14940,,,,,,
12070,10320,12960,38830,30780,45390,56400,141910,35390,31630,14230,16660,10610,,14700,,,,,,
12070,10320,12960,38830,30430,45390,57220,140920,35590,31280,14320,16660,10610,,14700,,,,,,
12190,10480,12630,39650,31370,46080,56680,139960,35740,30940,14380,17240,10730,,14940,,,,,,
12160,10400,12960,38990,30780,45100,57220,141910,35590,31030,14320,16850,10610,,14700,,,,,,
12160,10400,12960,39150,30780,45900,57030,141910,35990,31030,14320,16850,10610,,14700,,,,,,
12160,10400,12960,39150,30780,43370,55320,141910,35580,30420,14320,16850,10610,,14700,,,,,,
12160,10400,12960,39150,30780,43000,52530,141910,35790,30260,14320,16660,10610,,14700,,,,,,
12160,10400,12960,39150,29860,43160,52430,141910,35790,29470,14320,16850,10780,,14700,,,,,,
12160,10400,12960,38830,29860,43000,53470,141910,35590,30080,14320,16850,10610,,14700,,,,,,
12160,10400,12960,38830,29860,41460,52440,141910,35590,30250,14320,16850,10610,,14700,,,,,,
12160,10400,12960,38830,29860,42200,50790,141910,35400,30080,14320,16850,10610,,14700,,,,,,
12700,10520,12960,37850,29860,41130,52530,139820,37430,29660,14320,16850,10610,,14700,,,,,,
12700,10520,12960,37850,30180,41940,52910,139820,35990,29480,14320,16770,10610,,14700,,,,,,
12700,10520,12960,37850,30760,42110,54540,139820,38430,29660,14320,16770,10610,,14700,,,,,,
12700,10520,12960,37850,30760,42430,53760,139820,38430,29560,14320,16770,10610,,14700,,,,,,
12860,10600,12960,38830,29900,47110,58520,138840,36920,29820,14320,16770,10610,,14950,,,,,,
12860,10600,12960,39150,29900,47110,57220,138840,36350,29740,14320,16770,10610,,14950,,,,,,
12860,10600,12960,38830,29900,45390,56400,138840,36920,29650,14320,16770,10610,,14950,,,,,,
12860,10600,12960,39370,30240,47110,58140,138840,36920,29650,14320,16770,10610,,14950,,,,,,
12860,10600,12960,38830,30240,45390,56400,140770,37900,29570,14320,16770,10610,,14950,,,,,,
12860,10600,12960,39370,30240,46610,56250,137800,37530,29570,14320,16770,10610,,14700,,,,,,
12860,10600,12680,41160,29860,53390,71020,139860,35980,29570,14320,16770,10610,,14950,,,,,,
12860,10600,12960,41160,29860,52680,73300,139860,35200,29400,14320,16770,10610,,14950,,,,,,
12860,10600,12960,43570,29860,53200,75560,139860,35590,29400,14320,16770,10610,,14950,,,,,,
13040,10730,12630,44780,31370,54620,70040,134910,34150,29270,14380,17150,10730,,15280,,38060,,,,
12860,10600,12960,43940,29860,57420,72620,137800,35200,29050,14320,16770,10610,,14950,,33360,36590,38010,,
12860,10600,12960,43940,29860,54460,73070,137800,35200,29050,14320,16770,10610,,14950,,34320,37750,39870,,
12480,10600,12960,39570,30780,55130,70760,137800,35200,29050,14320,16770,10610,,14700,,32080,38600,38820,,
,,,,,,,,,,,,,,,,,,,,
12480,10600,12960,40360,30430,51660,69250,137800,35200,28970,14320,16770,10610,,14950,,37200,38100,42100,,
12480,10600,12960,42680,30080,53620,65820,139860,35590,28970,14320,16770,10610,,14950,,35610,35000,42100,,
12480,10600,12960,42680,30430,50920,67550,139860,35390,28970,14320,16770,10610,,15210,,37320,36080,42570,,
12480,10480,12960,42680,29320,51420,68330,139860,35390,28540,14320,16770,10750,,14950,,37800,37750,41390,,
12480,10480,12960,42680,29500,49880,66750,139860,35390,28460,14320,16770,10750,,14950,,37430,38160,40580,,
12480,10480,12960,42340,29840,50870,65820,139860,35390,28460,14320,16770,10750,,14950,,37800,38160,42320,,
12480,10480,12960,43180,29840,50290,66080,139860,35390,28460,14320,16770,10750,,14950,,36650,38160,42320,,
12480,10480,12960,43530,30180,49010,63140,139860,35390,28290,14320,16770,10360,,14950,,37800,39340,42320,,
12300,10480,12960,41940,28770,47360,59650,139860,35390,27830,14160,16770,10610,,14950,,37000,37520,42810,,
12300,10480,12960,41940,28770,46340,62100,139860,36350,27820,14160,16770,10610,,14950,,37800,37720,43000,,
12480,10650,12960,44000,30180,49010,65150,139860,38330,28450,14320,16770,10750,,14950,,36080,35830,41640,,
12480,10650,12960,42740,28770,47770,63660,139860,37670,27980,14160,16770,10610,,14950,,34760,36770,44300,,
12480,10650,12960,42740,28770,47770,62810,139860,37670,27980,14160,16770,10610,,14950,,36370,35320,43260,,
12480,10650,12960,43580,29520,46340,59650,139860,37670,27820,14160,16770,10610,,14950,,36370,35830,42680,,
12480,10650,12960,42940,29520,46340,59540,139860,38330,27820,14160,16770,10610,,15210,,36080,35660,42320,,
12480,10650,12960,43580,29180,46340,59650,139860,38330,27820,14160,16770,10610,,14950,,36790,36020,42320,,
12480,10650,12960,44030,30430,48860,62040,139860,38760,27820,14160,16770,10750,,14950,,35450,37970,42320,,
12480,10650,12960,41600,29180,48090,60520,139860,37490,28290,14160,16770,10750,,14950,,35160,36770,42320,,
12480,10650,12960,43270,30570,49730,66130,139860,38160,27980,14160,16770,10610,,15200,,36080,35450,41740,,
12480,10650,12960,43530,30410,48760,64130,139860,37170,27980,14160,16430,10750,,14730,,34760,36770,41500,,
12480,10650,12960,45180,30220,49150,64130,139860,36770,27660,14000,16430,10750,,14730,,35160,36770,41500,,
12480,10680,12960,48410,30430,50330,64930,139860,35960,27500,14000,17010,10750,,15430,,35160,36770,42320,,
12780,10970,12960,48310,29140,48500,64010,139860,35960,27330,14000,16850,10750,,15210,,35160,36770,43160,,
12560,10820,12960,49920,31450,48090,63090,139860,35960,27330,14000,17930,10750,,14960,,35450,37140,43530,,
12560,10820,12960,51530,31450,48090,63090,139860,35960,27330,14000,17930,10750,,15130,,36370,38730,42680,,
12560,10820,12960,51530,31450,48090,61420,139860,35960,27330,14000,17930,10750,,14960,,35450,37140,42680,,
12480,10730,12960,50720,31450,47600,63040,139860,35960,27330,14000,17930,10750,,14960,,35450,37140,42680,,
12480,10730,12960,49400,31920,46340,62160,139860,35960,27330,14000,18020,10750,,14960,,34830,36030,42070,,
12480,10730,12960,50920,31450,49920,64860,139860,36930,27500,14000,17930,10750,,15330,,36370,36200,42900,,
12560,10820,12960,49390,31070,49920,64500,139860,36960,27500,14000,18160,10750,,15260,,35450,35400,42230,,
12560,10820,12960,50370,31070,49130,65540,139860,36960,27150,14000,18070,10610,,15260,,36370,36200,42230,,
12560,10820,12960,50200,31070,49130,64870,139860,36960,27150,14000,18210,10610,,15680,,35450,36200,42230,,
12480,10730,12960,47430,30760,47340,61020,139860,36960,27150,14000,18200,10610,,15470,,34460,34000,40580,,
12480,10730,12960,46510,30760,48270,64870,139860,37120,27150,14000,18200,10610,,15470,,33590,34360,39600,,
12480,10730,12960,49050,31070,49920,64810,139860,37120,27320,14000,18200,10610,,15470,,34460,35140,39790,,
12480,10730,12630,47260,30760,48800,65680,139860,36780,27320,14000,18030,10610,,15470,,35150,35140,40580,,
12480,10730,12630,47260,30430,48270,63350,139860,36780,27320,14000,18120,10610,,15470,,34260,35140,40580,,
12480,10730,12630,46430,30760,52280,68900,139860,36960,27320,14000,18120,10800,,15780,,34260,35140,40580,,
12480,10730,12630,46430,30430,53890,71270,139860,37120,27320,14320,18290,10940,,15680,,35150,35140,40580,,
12480,10730,12630,46430,30760,56370,72230,139860,37120,27160,14480,18470,10940,,15860,,35150,35140,40580,,
12560,10820,12630,45800,30430,59140,75530,139860,36780,27160,14480,18470,10940,,15960,,23480,34860,41300,,
12680,10780,12630,44890,30000,54710,73770,139860,36350,26990,14190,18170,10570,,15960,,35930,36890,42690,,
12480,10730,12630,44910,31110,55650,70570,139860,36620,27160,14330,18470,10800,,15540,,34860,35040,41300,,
12480,10730,12630,44910,30780,54850,72110,139860,36780,27160,14330,18470,10800,,15960,,34390,36250,41300,,
12650,10730,12630,44030,31110,56540,73970,139860,36780,27160,14330,18470,11130,,15960,,35620,35540,41300,,
12480,10730,12630,43870,31110,55650,71990,139860,36780,26820,14330,18470,11280,,15960,,36080,36250,41300,,
12800,10730,12630,44030,31110,55650,71990,141950,36620,26490,14330,18470,11280,,15960,,36650,37010,41490,,
12650,10730,12630,42340,31110,54680,73870,139860,36930,26490,14330,18470,10940,,15780,,35940,37010,41300,,
12650,10730,12630,42340,31810,57220,74780,139860,36930,26490,14330,18470,11280,,15780,,36580,36640,41490,,
12650,10730,12630,43180,31810,53890,74030,139860,36620,26490,14330,18470,11280,,15960,,36580,37370,41490,,
12650,10730,12630,43180,31400,52280,72150,139860,36620,26490,14330,18470,11280,,15780,,36580,36640,41300,,
12730,10730,12630,43180,31880,50650,71330,139860,36460,26490,14330,18470,10940,,15780,,36580,36250,41300,,
12730,10730,12630,43870,32440,49760,73840,139860,36620,26490,14330,18470,10940,,15960,,36580,36250,41300,,
12880,10880,12630,43650,31780,48560,74630,139820,36950,26590,14390,18170,10740,,15730,,36300,37640,42690,,
12730,10730,12630,43870,32160,47950,75390,139860,36620,26480,14330,18470,10940,,15780,,35940,35830,41300,,
13060,10730,12630,43870,31740,47340,72740,139860,36440,26480,14330,18470,10940,,15780,,36250,35830,41300,,
13060,10730,12630,42430,31740,46510,72050,139860,35640,26480,14330,17910,10940,,15690,,35450,35830,41100,,
12730,10730,12630,43270,31540,46510,73930,139860,36120,26980,14330,17790,10940,,15690,,35780,36250,41300,,
12730,10730,12630,42430,32530,48270,75390,139860,35950,26980,14330,17790,10940,,15590,,35620,35830,41300,,
12730,10730,12630,43270,33330,49760,77090,139860,35950,27150,14330,17790,10940,,15380,,35620,35830,41300,,
12730,10730,12630,42430,33160,48800,79740,139860,35950,27150,14330,17790,11080,,15380,,35620,36270,41300,,
12730,10730,12630,42430,33160,49580,81080,139860,35950,27150,14330,17790,11080,,15580,,35620,35830,41300,,
12730,10730,12630,42430,33160,48090,77750,139860,35950,27150,14330,17790,11080,,15180,,36540,35830,41300,,
12730,10730,12630,42430,33160,47260,76800,139860,35950,27470,14330,17790,11080,,15380,,36540,35830,41300,,
12730,10730,12630,42430,33330,47160,77580,139860,35950,27790,14330,17790,11080,,15380,,36710,36690,41300,,
12730,10730,12630,42430,33660,51000,71990,140840,36280,27470,14330,17790,11080,,15380,,36710,36690,41300,,
12730,10730,12630,41900,34760,49650,78650,140840,36120,28110,14330,17950,11080,,15380,,36870,36250,41300,,
12730,10730,12630,42430,34590,47160,83250,140840,36280,28810,14330,17950,10940,,14970,,36710,36250,41300,,
12730,10730,12630,41600,35040,47910,84100,140840,36120,28980,14330,17950,10940,,15380,,36560,36250,41490,,
12730,10730,12630,42430,35040,47910,84100,140840,38000,28980,14330,17950,10940,,15380,,37010,36690,41300,,
12730,10730,12630,42430,35660,49830,85710,139860,38170,29310,14330,17950,10940,,15380,,36870,36250,41300,,
12730,10730,12630,40790,34760,48090,85710,138770,38520,29310,14330,17790,11080,,15380,,36870,36970,41300,,
12730,10730,12630,40790,35660,48860,85710,140840,39110,29400,14330,17790,11080,,15380,,36710,36690,41300,,
12870,10870,12630,41600,37420,50460,83720,141950,38580,29830,14410,17960,11080,,16170,,36710,36370,39600,,
12870,10870,12630,41600,36470,48950,83720,141950,37550,29830,14490,17960,11080,,15580,,36710,36370,40500,,
12870,10870,12630,41600,36470,48170,84630,140840,36280,29830,14490,17960,11080,,15380,,36400,35940,40500,,
12610,10620,12630,40000,36000,50000,84520,139760,36190,29750,14490,17310,10680,,14980,,34820,36190,39840,,
12870,10870,12630,41600,37420,47110,79530,140840,37830,29660,14490,17960,10940,,15380,,36710,36370,40500,,
12870,10870,12630,40690,36470,44600,71340,140840,36280,29830,14490,17770,10940,,16070,,36710,36370,40500,,
12870,10870,12630,40340,33610,43830,71220,140840,36780,29150,14330,17610,11080,,15580,,36540,36230,40500,,
12870,10870,12630,39880,34880,43750,68840,140840,36780,29150,14490,17610,11080,,15380,,36370,36230,40300,,
12870,10870,12630,38550,34960,43750,69430,140840,36600,28990,14490,17610,11080,,15380,,36370,35960,40300,,
12870,10870,12630,39560,33710,42230,62870,140840,36920,28650,14490,17610,11420,,15580,,36370,36230,39900,,
12870,10870,12630,38550,34580,42230,65310,140840,36920,28480,14490,17610,11080,,15580,,36370,35960,40300,,
12870,10870,12630,39900,33400,41300,59140,139860,36420,28480,14410,17170,11080,,15580,,36540,35960,40300,,
12870,10870,12630,40450,33400,42230,60740,139860,35620,28480,14410,17610,11080,,15580,,36370,35530,39900,,
12870,10870,12630,40790,34270,40600,61380,139860,35620,28320,14410,17610,11080,,15580,,36370,35960,40300,,
12870,10870,12630,40330,33940,41410,58280,139860,36420,28480,14410,17610,11080,,15580,,36370,35960,40300,10590,
12870,10870,12630,40330,34820,40600,54850,139860,36590,28150,14410,17610,11080,,15580,,36200,35960,39900,11040,13880
12870,10870,12630,40330,35150,40600,53820,139860,36590,28140,14410,17610,11080,,15580,,36370,35960,40300,11040,13490
12870,10870,12630,40330,35150,40790,54770,139860,37420,27660,14410,17610,11080,,15580,,36060,35530,39900,11040,13380
12870,10870,12630,40790,34800,39120,50560,139860,36590,27660,14330,17770,10570,,15580,,37090,35230,39900,11590,13560
12870,10870,12630,40790,34480,39120,50240,139860,36280,27480,14410,17770,10570,,15580,,36370,35960,40300,11460,13560
12870,10870,12630,40790,34820,38260,48710,139860,36590,27320,14410,17770,10570,,15580,,36370,35960,40300,11590,13560
12870,10870,12630,40790,34820,38260,43530,139860,37100,27160,14410,17770,10570,,15580,,36060,35530,39900,11590,13560
12870,10870,12630,41130,35150,39900,44850,140840,37100,26820,14330,17770,10570,,15580,,36060,35530,39900,11460,13220
12870,10870,12630,41130,34820,39120,46340,142670,37100,27160,14330,17770,10570,,15580,,36200,35740,39900,11460,13560
12870,10870,12630,40790,34820,40790,45610,139860,37610,27160,14330,17770,10570,,15580,,36200,35960,39560,11460,13560
12870,10870,12630,43870,36160,44740,51260,141800,38600,27310,14410,17770,10570,,15580,,36840,35960,39900,11590,13650
12870,10870,12630,43870,36590,49760,51260,145510,39580,27320,14410,17770,10570,,15580,,36700,36160,39900,11590,13650
12870,10870,12630,43870,36470,51610,53210,154870,39880,27480,14580,17770,10570,,15580,,36870,36890,40500,11590,13650
12870,10870,12630,45300,36470,52280,53920,157850,40340,27310,14580,17770,10570,,15580,,34500,34710,38600,11590,13650
12870,10870,12630,45300,36470,53820,54590,153820,40340,27480,14490,17770,10570,,15580,,35050,35220,38250,12190,13650
12870,10870,12630,44030,38260,51460,53210,151500,38670,27810,14490,17770,10960,,15580,,34500,34710,24060,11460,13720
12870,10870,12630,45530,37420,52280,52880,148850,37670,27480,14490,17770,10570,,15580,,34500,34710,38600,11590,13650
12870,10870,12630,43940,36590,49130,50650,145840,38140,27640,14490,17770,10570,,15580,,34500,34710,38600,11460,13650
12870,10870,12630,43940,36590,49130,51540,141800,38140,27480,14490,17770,10570,,15580,,36060,35830,38600,11590,13650
12870,10870,12630,44650,37320,48170,49130,139820,39200,27660,14490,17770,10570,,15580,,36700,36250,40300,11590,13560
12870,10870,12630,48190,36890,44720,46510,143920,38240,27660,14490,17770,10570,,15580,,36520,35830,39900,11460,13560
12870,10870,12630,45700,37420,44720,45610,143920,38570,27810,14490,17770,10570,,16560,,36520,35830,39900,11460,13560
12870,10870,12630,48270,36590,43180,44030,143920,37750,27980,14490,17770,10570,,15580,,36520,36040,39900,11460,13560
12870,10870,12630,49130,36590,43180,43180,143920,37750,28150,14490,17770,10570,,15580,,36520,36040,39590,11460,13560
12870,10870,12630,48900,36590,43940,43940,143920,37580,28160,14490,17610,10570,,15580,,36520,35830,39590,11460,13650
12870,10870,12630,48800,36590,41520,43940,143920,37580,27990,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12870,10870,12630,48090,36590,40790,43940,143920,37580,27990,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12870,10870,12630,48090,36450,35540,39900,143920,37580,28320,14490,17610,10570,,15580,,36520,35830,39900,11460,13470
12870,10870,12630,48640,35660,34760,39710,141950,36420,28480,14490,17610,10570,,15380,,36520,35830,39900,11460,13650
12870,10870,12630,48640,35830,35540,40500,141950,37240,28650,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12870,10870,12470,47790,36370,35140,40500,141950,37240,28650,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12870,10870,12470,46290,34880,35930,41300,141950,37720,28650,14490,17610,10570,,15580,,36520,35830,39900,11460,12730
12870,10870,12470,46290,34880,36640,40500,141950,37720,28650,14490,17610,10350,,15580,,36520,35830,39900,11460,13650
12870,10870,12470,46420,35960,37060,41300,141950,37240,28470,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12870,10870,12470,48170,35790,38740,42340,141950,37070,29140,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12800,10870,12470,45390,36780,39320,44030,141950,37240,29980,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12730,10870,12470,46290,36590,38260,42430,141950,37240,29980,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12730,10870,11790,45390,36770,38260,43270,141950,37240,31110,14490,17610,10570,,15580,,36520,35830,40100,11460,13650
12730,10870,11790,45610,37760,39120,42430,141950,36750,30140,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12730,10870,11790,47260,37760,38440,44030,141950,37580,30960,14490,17610,10570,,15580,,36520,35620,39900,11460,13650
12730,10870,11790,47260,38110,37420,43180,141950,37750,31820,14490,17610,10570,,15580,,36520,35830,39900,11460,13650
12730,10870,11790,46940,37930,37420,42430,141950,37750,31820,14490,17610,10570,,15380,,36520,35830,39900,11460,13650
12730,10870,11790,47870,37930,37420,42430,141950,37750,31980,14490,17610,11610,,15580,,36520,35620,39470,11460,13650
12730,10870,11790,47870,38110,37420,43740,141950,37590,31980,14490,17610,10570,,15580,,36160,35620,39470,11460,13650
12730,10870,11790,49240,38110,39020,48710,141950,38430,31490,14490,17610,10570,,15580,,36160,35830,39470,11460,13650
12730,10870,11790,49240,38870,40440,46720,141950,37840,31660,14490,17610,10570,,15580,,36160,35620,39470,11460,13650
12730,10870,11790,49580,38790,38340,47260,141950,39640,31660,14490,17610,10570,,16000,,36520,35620,39470,11460,13650
12730,10870,11790,48710,39660,37590,48190,141950,39040,31660,14490,17610,10570,,15580,,36160,35830,39470,11460,13650
12730,10870,11790,47870,40450,35950,47260,141950,39380,31490,14490,17610,10570,,15580,,36160,35830,39470,11460,13650
12730,10870,11790,46290,38790,36080,47870,141950,38870,31570,14490,17610,10570,,15580,,36160,35830,39470,11460,13650
12730,10870,11790,46130,38790,36080,46840,141950,38690,31570,14490,17610,10570,,15580,,36470,35830,39470,11460,13650
12650,10870,11790,47110,38790,36870,48540,141950,38690,31570,14490,17610,10570,,15580,,36160,35040,39470,11460,13650
12650,10870,11790,47020,37930,36000,48270,141950,38870,31230,14490,17610,10570,,15580,,36160,35830,39470,11460,13650
12570,10730,11790,42700,36970,35770,47350,141950,38600,31320,14400,17610,10570,,15580,,36160,35620,39470,11460,13220
12570,10730,11790,42900,37930,34980,46530,141950,38270,31240,14400,17610,10390,,15380,,36160,35830,39470,11460,12990
12650,10730,11790,42770,37100,36320,45630,141950,37930,31160,14400,17610,10190,,15380,,36160,35620,39470,11460,12830
12650,10730,11790,42430,36780,34100,44810,141950,37450,30820,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12650,10730,11790,44130,36780,36120,46430,141950,37450,30820,14400,17610,10350,,15580,,35530,35830,39470,11460,13070
12650,10730,11790,43270,36280,35740,47260,141950,37450,32160,14400,17610,9980,,15580,,36160,35830,39470,11460,13190
12650,10730,11790,44910,37790,36970,47950,141950,38540,30820,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12650,10730,11790,44910,37610,34800,48050,141950,38870,30650,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12650,10730,11790,44910,37610,34960,48050,141950,38340,30650,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12650,10730,11790,46610,39220,36240,47950,141950,39200,30650,14400,17610,9980,,15690,,36160,35830,39470,11460,12740
12650,10730,11790,45800,38460,35740,47950,141950,39200,30650,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12780,10880,11730,45960,38550,35800,48560,141230,39040,30780,14290,17540,9970,,15470,,37050,37640,41690,11780,12590
12650,10730,11790,44030,37930,35740,46200,140990,38340,30480,14400,17610,9980,,15580,,36160,35620,39470,11460,12740
12650,10730,11790,44510,38130,36810,47020,140990,37770,30650,14400,17610,9980,,15690,,36160,35830,39470,11460,12740
12650,10730,11790,44030,37610,35870,46700,140990,39200,30650,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12650,10730,11790,45800,38460,37270,43060,140990,38750,30480,14400,17610,9980,,15690,,36520,35830,39900,11460,12740
12650,10730,11790,45800,38460,35720,47110,140990,38750,29900,14400,17610,9980,,15580,,36160,35830,39470,11460,12740
12650,10730,11790,44910,39320,34410,46200,140990,39200,30650,14400,17610,9980,,15690,,36160,35830,39470,11460,12740
12780,10880,11730,44430,39590,34240,47430,141230,39040,30380,14290,17540,9970,,15610,,37050,37640,41690,11780,12590
12650,10730,11790,44520,39320,34840,43940,140990,39200,30320,14400,17610,9980,,15690,,36160,35830,39470,11460,12740
12650,10730,11790,42900,38460,34220,44030,140990,39200,30490,14400,17450,9790,,15180,,36160,35830,39470,11460,12740
12650,10730,11790,42900,38130,34070,44910,140990,39200,30490,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,42900,38130,34540,44030,140990,38750,30490,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,43660,38130,35620,43180,140990,38750,31990,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
12780,10670,11790,44890,39330,34710,40600,140990,39330,30180,14290,16980,9790,,14990,,37530,37130,40430,10860,12690
12650,10730,11790,43660,38130,37290,42230,141980,39440,30320,14400,17450,9790,,14990,,36160,35040,39470,11460,12740
12650,10730,11790,43660,38130,37290,42230,141980,40330,30320,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,44130,38790,39900,42980,142940,39980,30320,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
12650,10730,11790,43660,38460,40450,43940,141980,41130,30320,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
12240,10620,12000,41890,38190,38690,46060,141650,39230,29990,14490,17420,9650,,14980,,33610,34050,37080,11280,12610
12650,10730,11790,43660,38460,39900,45610,140990,40780,30320,14400,17450,9790,,14990,,36160,35830,39470,11460,12740
