date,beras_premium,year,month
2024-03-27,17420.0,2024,3
2024-03-28,17420.0,2024,3
2024-03-29,17420.0,2024,3
2024-03-30,17420.0,2024,3
2024-03-31,17420.0,2024,3
2024-04-01,17420.0,2024,4
2024-04-02,17420.0,2024,4
2024-04-03,17420.0,2024,4
2024-04-04,17420.0,2024,4
2024-04-05,17760.0,2024,4
2024-04-06,17420.0,2024,4
2024-04-07,17420.0,2024,4
2024-04-08,17420.0,2024,4
2024-04-09,17580.0,2024,4
2024-04-10,17526.666666666668,2024,4
2024-04-11,17473.333333333332,2024,4
2024-04-12,17420.0,2024,4
2024-04-13,17580.0,2024,4
2024-04-14,17420.0,2024,4
2024-04-15,17420.0,2024,4
2024-04-16,17420.0,2024,4
2024-04-17,17260.0,2024,4
2024-04-18,17030.0,2024,4
2024-04-19,17060.0,2024,4
2024-04-20,17190.0,2024,4
2024-04-21,16870.0,2024,4
2024-04-22,17190.0,2024,4
2024-04-23,16920.0,2024,4
2024-04-24,17080.0,2024,4
2024-04-25,16620.0,2024,4
2024-04-26,16620.0,2024,4
2024-04-27,16400.0,2024,4
2024-04-28,16620.0,2024,4
2024-04-29,16620.0,2024,4
2024-04-30,16470.0,2024,4
2024-05-01,16720.0,2024,5
2024-05-02,16500.0,2024,5
2024-05-03,16400.0,2024,5
2024-05-04,16400.0,2024,5
2024-05-05,16620.0,2024,5
2024-05-06,16620.0,2024,5
2024-05-07,16560.0,2024,5
2024-05-08,16560.0,2024,5
2024-05-09,16830.0,2024,5
2024-05-10,16410.0,2024,5
2024-05-11,16650.0,2024,5
2024-05-12,16410.0,2024,5
2024-05-13,16500.0,2024,5
2024-05-14,16500.0,2024,5
2024-05-15,16500.0,2024,5
2024-05-16,16500.0,2024,5
2024-05-17,16500.0,2024,5
2024-05-18,16500.0,2024,5
2024-05-19,16500.0,2024,5
2024-05-20,16500.0,2024,5
2024-05-21,16160.0,2024,5
2024-05-22,16080.0,2024,5
2024-05-23,16170.0,2024,5
2024-05-24,15860.0,2024,5
2024-05-25,15580.0,2024,5
2024-05-26,15920.0,2024,5
2024-05-27,15780.0,2024,5
2024-05-28,15930.0,2024,5
2024-05-29,15780.0,2024,5
2024-05-30,15780.0,2024,5
2024-05-31,15930.0,2024,5
2024-06-01,15750.0,2024,6
2024-06-02,15920.0,2024,6
2024-06-03,15930.0,2024,6
2024-06-04,15710.0,2024,6
2024-06-05,15860.0,2024,6
2024-06-06,15640.0,2024,6
2024-06-07,15650.0,2024,6
2024-06-08,15770.0,2024,6
2024-06-09,15730.0,2024,6
2024-06-10,15650.0,2024,6
2024-06-11,15650.0,2024,6
2024-06-12,15780.0,2024,6
2024-06-13,15620.0,2024,6
2024-06-14,15620.0,2024,6
2024-06-15,15550.0,2024,6
2024-06-16,15780.0,2024,6
2024-06-17,16000.0,2024,6
2024-06-18,16000.0,2024,6
2024-06-19,15640.0,2024,6
2024-06-20,15560.0,2024,6
2024-06-21,15580.0,2024,6
2024-06-22,15640.0,2024,6
2024-06-23,15640.0,2024,6
2024-06-24,15640.0,2024,6
2024-06-25,15860.0,2024,6
2024-06-26,15860.0,2024,6
2024-06-27,15710.0,2024,6
2024-06-28,16020.0,2024,6
2024-06-29,15710.0,2024,6
2024-06-30,15360.0,2024,6
2024-07-01,15710.0,2024,7
2024-07-02,15710.0,2024,7
2024-07-03,15710.0,2024,7
2024-07-04,15710.0,2024,7
2024-07-05,15710.0,2024,7
2024-07-06,15710.0,2024,7
2024-07-07,15110.0,2024,7
2024-07-08,15860.0,2024,7
2024-07-09,15650.0,2024,7
2024-07-10,15860.0,2024,7
2024-07-11,15710.0,2024,7
2024-07-12,15710.0,2024,7
2024-07-13,15560.0,2024,7
2024-07-14,15660.0,2024,7
2024-07-15,16570.0,2024,7
2024-07-16,15930.0,2024,7
2024-07-17,16090.0,2024,7
2024-07-18,15930.0,2024,7
2024-07-19,15870.0,2024,7
2024-07-20,15830.0,2024,7
2024-07-21,15710.0,2024,7
2024-07-22,15550.0,2024,7
2024-07-23,15870.0,2024,7
2024-07-24,15540.0,2024,7
2024-07-25,15870.0,2024,7
2024-07-26,15870.0,2024,7
2024-07-27,15870.0,2024,7
2024-07-28,15870.0,2024,7
2024-07-29,15870.0,2024,7
2024-07-30,15540.0,2024,7
2024-07-31,15870.0,2024,7
2024-08-01,15870.0,2024,8
2024-08-02,15650.0,2024,8
2024-08-03,15840.0,2024,8
2024-08-04,15840.0,2024,8
2024-08-05,15700.0,2024,8
2024-08-06,15870.0,2024,8
2024-08-07,15540.0,2024,8
2024-08-08,15830.0,2024,8
2024-08-09,15560.0,2024,8
2024-08-10,16020.0,2024,8
2024-08-11,15660.0,2024,8
2024-08-12,15710.0,2024,8
2024-08-13,15770.0,2024,8
2024-08-14,15770.0,2024,8
2024-08-15,15770.0,2024,8
2024-08-16,15770.0,2024,8
2024-08-17,15730.0,2024,8
2024-08-18,15670.0,2024,8
2024-08-19,15770.0,2024,8
2024-08-20,15770.0,2024,8
2024-08-21,15770.0,2024,8
2024-08-22,15290.0,2024,8
2024-08-23,15820.0,2024,8
2024-08-24,15770.0,2024,8
2024-08-25,15530.0,2024,8
2024-08-26,15610.0,2024,8
2024-08-27,15770.0,2024,8
2024-08-28,15770.0,2024,8
2024-08-29,15700.0,2024,8
2024-08-30,15780.0,2024,8
2024-08-31,15900.0,2024,8
2024-09-01,15770.0,2024,9
2024-09-02,15770.0,2024,9
2024-09-03,15770.0,2024,9
2024-09-04,15650.0,2024,9
2024-09-05,15770.0,2024,9
2024-09-06,15770.0,2024,9
2024-09-07,15770.0,2024,9
2024-09-08,15620.0,2024,9
2024-09-09,15620.0,2024,9
2024-09-10,15620.0,2024,9
2024-09-11,15770.0,2024,9
2024-09-12,15710.0,2024,9
2024-09-13,15710.0,2024,9
2024-09-14,15630.0,2024,9
2024-09-15,15710.0,2024,9
2024-09-16,15710.0,2024,9
2024-09-17,15710.0,2024,9
2024-09-18,15710.0,2024,9
2024-09-19,15710.0,2024,9
2024-09-20,15710.0,2024,9
2024-09-21,15430.0,2024,9
2024-09-22,15360.0,2024,9
2024-09-23,15560.0,2024,9
2024-09-24,15560.0,2024,9
2024-09-25,15490.0,2024,9
2024-09-26,15540.0,2024,9
2024-09-27,16020.0,2024,9
2024-09-28,15540.0,2024,9
2024-09-29,15540.0,2024,9
2024-09-30,15560.0,2024,9
2024-10-01,15560.0,2024,10
2024-10-02,15560.0,2024,10
2024-10-03,15560.0,2024,10
2024-10-04,15560.0,2024,10
2024-10-05,15630.0,2024,10
2024-10-06,15560.0,2024,10
2024-10-07,15360.0,2024,10
2024-10-08,15560.0,2024,10
2024-10-09,15560.0,2024,10
2024-10-10,15640.0,2024,10
2024-10-11,15340.0,2024,10
2024-10-12,15550.0,2024,10
2024-10-13,15330.0,2024,10
2024-10-14,15330.0,2024,10
2024-10-15,15560.0,2024,10
2024-10-16,15460.0,2024,10
2024-10-17,15330.0,2024,10
2024-10-18,15330.0,2024,10
2024-10-19,15180.0,2024,10
2024-10-20,15330.0,2024,10
2024-10-21,15180.0,2024,10
2024-10-22,15030.0,2024,10
2024-10-23,15110.0,2024,10
2024-10-24,14910.0,2024,10
